datetime;ppt;pet;id_lulc_raster
2017-01-01 00:00:00;0.0;0.10830528595017229;1
2017-01-01 00:15:00;0.0;0.10830528595017229;1
2017-01-01 00:30:00;0.0;0.10830528595017229;1
2017-01-01 00:45:00;0.0;0.10830528595017229;1
2017-01-01 01:00:00;0.0;0.10830528595017229;1
2017-01-01 01:15:00;0.0;0.10830528595017229;1
2017-01-01 01:30:00;0.0;0.10830528595017229;1
2017-01-01 01:45:00;0.0;0.10830528595017229;1
2017-01-01 02:00:00;0.0;0.10830528595017229;1
2017-01-01 02:15:00;0.0;0.10830528595017229;1
2017-01-01 02:30:00;0.0;0.10830528595017229;1
2017-01-01 02:45:00;0.0;0.10830528595017229;1
2017-01-01 03:00:00;0.0;0.10830528595017229;1
2017-01-01 03:15:00;0.0;0.10830528595017229;1
2017-01-01 03:30:00;0.0;0.10830528595017229;1
2017-01-01 03:45:00;0.0;0.10830528595017229;1
2017-01-01 04:00:00;0.0;0.10830528595017229;1
2017-01-01 04:15:00;0.0;0.108366406314704;1
2017-01-01 04:30:00;0.0;0.10842752667923569;1
